source_id,title,description,requirements,company_name,location,salary_range,is_dataset_job
359,Candle Maker,"Design and manufacture decorative and functional candles
Industry: Manufacturing",Craftsmanship Creativity Safety Protocols Quality Control Customer Service,__DATASET__::Manufacturing,Unknown,Low paying,True
360,Meditation Teacher,"Instruct individuals and groups in mindfulness practices
Industry: Wellness",Mindfulness Training Communication Empathy Teaching Skills Stress Management,__DATASET__::Wellness,Unknown,Low paying,True
361,Digital Nomad Tax Advisor,"Provide tax services for location independent workers
Industry: Financial Services",Tax Law International Regulations Communication Problem Solving Attention to Detail,__DATASET__::Financial Services,Unknown,Average paying,True
362,Terrarium Designer,"Create miniature ecosystems in glass containers
Industry: Design Services",Botany Creativity Attention to Detail Customer Service Environmental Knowledge,__DATASET__::Design Services,Unknown,Low paying,True
363,Sleep Study Technician,"Monitor patients during overnight sleep assessments
Industry: Healthcare",Medical Technology Patient Care Attention to Detail Technical Equipment Problem Solving,__DATASET__::Healthcare,Unknown,Average paying,True
364,Urban Forager,"Identify and harvest edible plants in city environments
Industry: Environmental Services",Botany Foraging Skills Safety Awareness Environmental Knowledge Teaching Skills,__DATASET__::Environmental Services,Unknown,Low paying,True
365,Cord Blood Bank Coordinator,"Manage collection and storage of umbilical cord blood
Industry: Healthcare",Medical Knowledge Organization Communication Attention to Detail Quality Control,__DATASET__::Healthcare,Unknown,Average paying,True
366,Sensory Deprivation Tank Operator,"Maintain flotation therapy equipment and facilities
Industry: Wellness",Customer Service Equipment Maintenance Safety Protocols Problem Solving Relaxation Techniques,__DATASET__::Wellness,Unknown,Low paying,True
367,Digital Estate Planner,"Help families manage digital assets after death
Industry: Legal Services",Estate Planning Technology Skills Communication Problem Solving Legal Knowledge,__DATASET__::Legal Services,Unknown,Average paying,True
368,Mushroom Forager,"Identify and harvest wild mushrooms for culinary use
Industry: Food Services",Mycology Safety Protocols Foraging Skills Environmental Knowledge Risk Assessment,__DATASET__::Food Services,Unknown,Average paying,True
369,Color Consultant,"Advise on color schemes for interior and exterior spaces
Industry: Design Services",Color Theory Creativity Communication Visual Skills Customer Service,__DATASET__::Design Services,Unknown,Average paying,True
370,Escape Room Designer,"Create puzzle based entertainment experiences
Industry: Entertainment",Creative Problem Solving Game Design Engineering Customer Experience Innovation,__DATASET__::Entertainment,Unknown,Average paying,True
371,Digital Minimalism Coach,"Help people simplify their digital lives and reduce screen time
Industry: Wellness",Psychology Communication Goal Setting Technology Awareness Lifestyle Coaching,__DATASET__::Wellness,Unknown,Average paying,True
372,Tiny House Builder,"Construct small scale living spaces and mobile homes
Industry: Construction",Construction Skills Spatial Design Problem Solving Creativity Customer Service,__DATASET__::Construction,Unknown,Average paying,True
373,Aquarium Maintenance Specialist,"Care for fish tanks and aquatic ecosystems
Industry: Pet Services",Aquatic Biology Water Chemistry Equipment Maintenance Customer Service Problem Solving,__DATASET__::Pet Services,Unknown,Low paying,True
374,Professional Organizer,"Help individuals and businesses organize their spaces
Industry: Professional Services",Organization Skills Problem Solving Communication Customer Service Time Management,__DATASET__::Professional Services,Unknown,Average paying,True
375,Digital Marketing Automation Specialist,"Create automated marketing campaigns and workflows
Industry: Marketing",Marketing Technology Programming Analytics Creative Thinking,__DATASET__::Marketing,Unknown,High paying,True
376,Permaculture Designer,"Design sustainable agricultural and living systems
Industry: Environmental Services",Ecological Design Environmental Science Agriculture Problem Solving Systems Thinking,__DATASET__::Environmental Services,Unknown,Average paying,True
377,Home Energy Auditor,"Assess residential energy efficiency and recommend improvements
Industry: Energy Services",Energy Systems Knowledge Problem Solving Communication Attention to Detail Technical Skills,__DATASET__::Energy Services,Unknown,Average paying,True
378,Pet Portrait Artist,"Create artistic representations of companion animals
Industry: Arts & Crafts",Artistic Skills Animal Behavior Customer Service Creativity Communication,__DATASET__::Arts & Crafts,Unknown,Low paying,True
379,Digital Privacy Consultant,"Advise individuals and organizations on online privacy protection
Industry: Technology",Cybersecurity Legal Knowledge Communication Problem Solving Technology Skills,__DATASET__::Technology,Unknown,Average paying,True
380,Bereavement Photographer,"Document final moments and memorial services for families
Industry: Photography",Photography Empathy Discretion Communication Artistic Skills,__DATASET__::Photography,Unknown,Average paying,True
381,Fermentation Specialist,"Develop fermented foods and beverages for commercial production
Industry: Food Production",Food Science Microbiology Quality Control Innovation Problem Solving,__DATASET__::Food Production,Unknown,Average paying,True
382,Digital Asset Recovery Specialist,"Help retrieve lost cryptocurrency and digital files
Industry: Technology",Cybersecurity Problem Solving Attention to Detail Communication Technical Skills,__DATASET__::Technology,Unknown,High paying,True
383,Mushroom Cultivation Specialist,"Grow exotic and medicinal mushrooms for commercial use
Industry: Agriculture",Mycology Agriculture Environmental Control Quality Control Problem Solving,__DATASET__::Agriculture,Unknown,Average paying,True
384,Virtual Reality Therapist,"Use VR technology to treat phobias and mental health conditions
Industry: Healthcare",Psychology Technology Skills Therapeutic Techniques Empathy Innovation,__DATASET__::Healthcare,Unknown,High paying,True
385,Disaster Recovery Pet Rescuer,"Save and care for animals during natural disasters
Industry: Emergency Services",Animal Handling Emergency Response Physical Fitness Problem Solving Empathy,__DATASET__::Emergency Services,Unknown,Low paying,True
386,Digital Content Moderator,"Review and filter online content for appropriateness
Industry: Technology",Attention to Detail Critical Thinking Communication Problem Solving Cultural Awareness,__DATASET__::Technology,Unknown,Low paying,True
387,Rare Book Restorer,"Preserve and repair historical manuscripts and texts
Industry: Cultural Heritage",Manual Dexterity Historical Knowledge Attention to Detail Patience Craftsmanship,__DATASET__::Cultural Heritage,Unknown,Average paying,True
388,Urban Sketching Instructor,"Teach drawing techniques for capturing city scenes
Industry: Arts & Culture",Artistic Skills Teaching Communication Creativity Observational Skills,__DATASET__::Arts & Culture,Unknown,Low paying,True
389,Digital Wellness Coach,"Help individuals develop healthy relationships with technology
Industry: Wellness",Psychology Communication Goal Setting Technology Awareness Lifestyle Coaching,__DATASET__::Wellness,Unknown,Average paying,True
390,Vintage Clothing Curator,"Authenticate and preserve historical garments and fashion
Industry: Fashion",Fashion History Research Skills Attention to Detail Communication Textile Knowledge,__DATASET__::Fashion,Unknown,Average paying,True
391,Sound Bath Practitioner,"Provide therapeutic sound healing sessions
Industry: Wellness",Musical Skills Healing Techniques Communication Empathy Mindfulness,__DATASET__::Wellness,Unknown,Low paying,True
392,Edible Landscape Designer,"Create gardens that produce food while maintaining aesthetic appeal
Industry: Landscaping",Horticulture Landscape Design Sustainability Creativity Problem Solving,__DATASET__::Landscaping,Unknown,Average paying,True
393,Digital Sabbath Consultant,"Help individuals and organizations implement technology breaks
Industry: Wellness",Psychology Communication Time Management Wellness Coaching Technology Awareness,__DATASET__::Wellness,Unknown,Average paying,True
394,Mushroom Identification Guide,"Lead foraging expeditions and teach mushroom safety
Industry: Education",Mycology Teaching Skills Safety Protocols Communication Environmental Knowledge,__DATASET__::Education,Unknown,Low paying,True
395,Virtual Event Producer,"Organize and manage online conferences and gatherings
Industry: Event Planning",Event Planning Technology Skills Communication Problem Solving Project Management,__DATASET__::Event Planning,Unknown,Average paying,True
396,Pollinator Garden Designer,"Create spaces that support bees butterflies and other pollinators
Industry: Environmental Services",Ecology Horticulture Environmental Science Creativity Problem Solving,__DATASET__::Environmental Services,Unknown,Average paying,True
397,Digital Legacy Planner,"Help people prepare their online presence for after death
Industry: Professional Services",Technology Planning Communication Legal Knowledge Problem Solving,__DATASET__::Professional Services,Unknown,Average paying,True
398,Rain Water Harvesting Specialist,"Design systems to collect and utilize rainwater
Industry: Environmental Services",Environmental Engineering Water Management Problem Solving Sustainability Planning,__DATASET__::Environmental Services,Unknown,Average paying,True
399,Mindful Eating Coach,"Teach individuals to develop healthy relationships with food
Industry: Wellness",Nutrition Psychology Communication Empathy Goal Setting,__DATASET__::Wellness,Unknown,Average paying,True
